Horse_ID,Heart_Rate,Respiration_Rate,Temperature,Movement_Activity,Reaction_Score,Therapy_Readiness,Health_Status,Readiness_Score,Alert,Care_Recommendation
TH01889,71,22,37.4,3,4,Low,Critical,0.25,Emergency,Veterinary Checkup
TH01890,33,8,37.7,6,3,Medium,Critical,0.7,Emergency,Veterinary Checkup
TH01891,59,18,37.5,1,4,High,Healthy,0.32,No Alert,No Change
TH01892,54,18,37.0,3,1,High,Healthy,0.6,No Alert,No Change
TH01893,47,13,36.5,8,4,Medium,Critical,0.32,Emergency,Veterinary Checkup
TH01894,62,21,37.7,5,4,High,Healthy,0.3,No Alert,No Change
TH01895,48,20,37.6,8,1,High,Healthy,0.21,No Alert,No Change
TH01896,48,18,37.2,2,3,High,Healthy,0.7,No Alert,No Change
TH01897,44,18,36.7,7,2,Medium,Critical,0.49,Emergency,Veterinary Checkup
TH01898,57,20,37.8,9,4,High,Healthy,0.28,No Alert,No Change
TH01899,55,21,37.4,7,3,High,Healthy,0.46,No Alert,No Change
TH01900,38,11,37.8,3,2,High,Critical,0.34,Emergency,Veterinary Checkup
TH01901,31,9,38.4,7,1,Medium,Critical,0.95,Emergency,Veterinary Checkup
TH01902,42,9,36.5,8,3,Medium,Critical,0.46,Emergency,Veterinary Checkup
TH01903,36,14,37.2,1,3,High,Critical,0.47,Emergency,Veterinary Checkup
TH01904,44,18,37.4,3,4,High,Healthy,0.87,No Alert,No Change
TH01905,57,18,38.2,5,1,High,Healthy,0.72,No Alert,No Change
TH01906,40,13,36.7,6,4,Medium,Critical,0.77,Emergency,Veterinary Checkup
TH01907,44,13,38.5,3,1,High,Healthy,0.71,No Alert,No Change
TH01908,45,16,37.6,4,2,High,Healthy,0.96,No Alert,No Change
TH01909,53,20,37.5,5,4,High,Healthy,0.37,No Alert,No Change
TH01910,30,8,37.4,3,1,Medium,Critical,0.99,Emergency,Veterinary Checkup
TH01911,38,13,37.3,4,1,High,Critical,0.86,Emergency,Veterinary Checkup
TH01912,47,15,38.0,5,3,High,Healthy,0.67,No Alert,No Change
TH01913,57,19,37.0,2,4,High,Healthy,0.73,No Alert,No Change
TH01914,40,14,37.7,9,4,High,Healthy,0.72,No Alert,No Change
TH01915,30,10,37.3,8,2,Medium,Critical,0.25,Emergency,Veterinary Checkup
TH01916,51,17,37.1,6,1,High,Healthy,0.37,No Alert,No Change
TH01917,38,12,38.8,3,3,High,Critical,0.97,Emergency,Veterinary Checkup
TH01918,33,13,37.7,2,1,Medium,Critical,0.63,Emergency,Veterinary Checkup
TH01919,38,14,37.8,7,1,High,Critical,0.5,Emergency,Veterinary Checkup
TH01920,43,15,38.1,8,1,High,Healthy,0.81,No Alert,No Change
TH01921,38,10,36.8,1,4,Medium,Critical,0.62,Emergency,Veterinary Checkup
TH01922,30,9,38.4,6,1,Medium,Critical,0.21,Emergency,Veterinary Checkup
TH01923,53,19,36.5,7,2,Medium,Critical,0.79,Emergency,Veterinary Checkup
TH01924,57,19,37.1,9,3,High,Healthy,0.79,No Alert,No Change
TH01925,51,18,37.3,3,3,High,Healthy,0.33,No Alert,No Change
TH01926,33,15,37.8,2,1,Medium,Critical,0.97,Emergency,Veterinary Checkup
TH01927,42,16,37.6,5,3,High,Healthy,0.38,No Alert,No Change
TH01928,44,15,37.4,1,1,High,Healthy,0.57,No Alert,No Change
TH01929,50,16,37.5,6,4,High,Healthy,0.29,No Alert,No Change
TH01930,51,12,37.0,9,3,High,Healthy,0.68,No Alert,No Change
TH01931,37,12,36.8,9,4,Medium,Critical,0.5,Emergency,Veterinary Checkup
TH01932,45,14,37.9,7,4,High,Healthy,0.48,No Alert,No Change
TH01933,49,17,37.8,7,2,High,Healthy,0.86,No Alert,No Change
TH01934,59,19,38.3,8,2,High,Healthy,0.21,No Alert,No Change
TH01935,52,17,37.1,2,3,High,Healthy,0.84,No Alert,No Change
TH01936,52,14,37.8,6,1,High,Healthy,0.66,No Alert,No Change
TH01937,45,13,37.4,5,1,High,Healthy,0.99,No Alert,No Change
TH01938,59,21,38.1,5,1,High,Healthy,0.67,No Alert,No Change
TH01939,49,20,38.0,3,1,High,Healthy,0.24,No Alert,No Change
TH01940,36,12,37.6,3,2,High,Critical,0.24,Emergency,Veterinary Checkup
TH01941,59,20,37.3,6,1,High,Healthy,0.91,No Alert,No Change
TH01942,51,19,38.0,7,1,High,Healthy,0.87,No Alert,No Change
TH01943,40,12,37.8,1,4,High,Healthy,0.48,No Alert,No Change
TH01944,40,14,37.2,3,1,High,Healthy,0.69,No Alert,No Change
TH01945,47,14,36.8,1,1,Medium,Healthy,0.59,No Alert,No Change
TH01946,49,18,37.4,3,2,High,Healthy,0.97,No Alert,No Change
TH01947,46,16,38.3,5,3,High,Healthy,0.96,No Alert,No Change
TH01948,48,17,38.1,9,4,High,Healthy,0.99,No Alert,No Change
TH01949,61,19,36.9,3,4,Medium,Healthy,0.89,No Alert,No Change
TH01950,55,20,36.9,9,3,Medium,Healthy,0.93,No Alert,No Change
TH01951,46,20,38.1,1,4,High,Healthy,0.37,No Alert,No Change
TH01952,54,16,36.9,6,1,Medium,Healthy,0.86,No Alert,No Change
TH01953,34,11,37.8,9,1,Medium,Critical,0.77,Emergency,Veterinary Checkup
TH01954,48,16,37.2,5,3,High,Healthy,0.97,No Alert,No Change
TH01955,63,23,38.3,2,2,High,Healthy,0.66,No Alert,No Change
TH01956,42,13,37.1,5,2,High,Healthy,0.27,No Alert,No Change
TH01957,36,8,38.1,1,4,High,Critical,0.68,Emergency,Veterinary Checkup
TH01958,38,15,37.6,9,2,High,Critical,0.75,Emergency,Veterinary Checkup
TH01959,34,13,37.6,9,2,Medium,Critical,0.38,Emergency,Veterinary Checkup
TH01960,37,9,36.5,6,2,Medium,Critical,0.52,Emergency,Veterinary Checkup
TH01961,41,12,36.5,9,2,Medium,Critical,0.68,Emergency,Veterinary Checkup
TH01962,30,13,37.4,3,2,Medium,Critical,0.5,Emergency,Veterinary Checkup
TH01963,45,18,37.6,4,2,High,Healthy,0.5,No Alert,No Change
TH01964,54,20,36.9,6,2,Medium,Healthy,0.31,No Alert,No Change
TH01965,35,11,37.0,4,4,High,Critical,0.95,Emergency,Veterinary Checkup
TH01966,60,20,37.8,1,1,High,Healthy,0.8,No Alert,No Change
TH01967,50,16,37.8,7,2,High,Healthy,0.2,No Alert,No Change
TH01968,55,21,37.4,5,1,High,Healthy,0.81,No Alert,No Change
TH01969,38,11,37.9,8,3,High,Critical,0.79,Emergency,Veterinary Checkup
TH01970,53,16,36.9,9,1,Medium,Healthy,0.21,No Alert,No Change
TH01971,34,13,37.3,5,3,Medium,Critical,0.5,Emergency,Veterinary Checkup
TH01972,53,18,38.3,8,4,High,Healthy,0.69,No Alert,No Change
TH01973,46,18,37.5,1,1,High,Healthy,0.56,No Alert,No Change
TH01974,50,15,37.6,1,3,High,Healthy,0.82,No Alert,No Change
TH01975,33,11,38.7,7,1,Medium,Critical,0.54,Emergency,Veterinary Checkup
TH01976,36,10,36.8,6,4,Medium,Critical,0.32,Emergency,Veterinary Checkup
TH01977,50,17,37.9,5,1,High,Healthy,0.98,No Alert,No Change
TH01978,35,9,38.3,5,3,High,Critical,0.39,Emergency,Veterinary Checkup
TH01979,49,15,37.3,9,2,High,Healthy,0.77,No Alert,No Change
TH01980,31,8,37.9,1,2,Medium,Critical,0.31,Emergency,Veterinary Checkup
TH01981,53,19,37.0,8,2,High,Healthy,0.46,No Alert,No Change
TH01982,32,12,37.2,2,4,Medium,Critical,0.55,Emergency,Veterinary Checkup
TH01983,50,13,37.7,7,2,High,Healthy,0.35,No Alert,No Change
TH01984,51,20,37.9,6,4,High,Healthy,0.56,No Alert,No Change
TH01985,38,18,38.1,2,2,High,Critical,0.33,Emergency,Veterinary Checkup
TH01986,50,17,38.3,3,4,High,Healthy,0.65,No Alert,No Change
TH01987,47,14,37.5,4,4,High,Healthy,0.73,No Alert,No Change
TH01988,39,19,38.1,7,1,High,Critical,0.25,Emergency,Veterinary Checkup
TH01989,34,9,37.3,8,2,Medium,Critical,0.9,Emergency,Veterinary Checkup
TH01990,30,10,38.0,2,1,Medium,Critical,0.35,Emergency,Veterinary Checkup
TH01991,48,16,37.6,8,3,High,Healthy,0.38,No Alert,No Change
TH01992,30,13,37.7,9,2,Medium,Critical,0.73,Emergency,Veterinary Checkup
TH01993,45,16,37.7,7,2,High,Healthy,0.58,No Alert,No Change
TH01994,42,13,36.7,1,2,Medium,Critical,0.6,Emergency,Veterinary Checkup
TH01995,51,15,36.9,6,2,Medium,Healthy,0.3,No Alert,No Change
TH01996,41,13,37.6,8,1,High,Healthy,0.84,No Alert,No Change
TH01997,41,12,36.7,5,1,Medium,Critical,0.69,Emergency,Veterinary Checkup
TH01998,52,17,37.9,2,4,High,Healthy,0.31,No Alert,No Change
TH01999,48,15,37.9,5,1,High,Healthy,0.5,No Alert,No Change
TH02000,48,13,37.7,8,4,High,Healthy,0.85,No Alert,No Change
TH02001,49,19,36.9,2,3,Medium,Healthy,0.65,No Alert,No Change
TH02002,30,9,38.2,1,1,Medium,Critical,0.29,Emergency,Veterinary Checkup
TH02003,52,15,38.5,4,4,High,Healthy,0.5,No Alert,No Change
TH02004,51,17,37.6,4,2,High,Healthy,0.39,No Alert,No Change
TH02005,34,11,37.8,9,3,Medium,Critical,0.61,Emergency,Veterinary Checkup
TH02006,42,11,37.6,3,4,High,Healthy,0.87,No Alert,No Change
TH02007,44,15,37.8,4,3,High,Healthy,0.55,No Alert,No Change
TH02008,43,12,37.4,3,2,High,Healthy,0.55,No Alert,No Change
TH02009,48,19,37.5,2,2,High,Healthy,0.92,No Alert,No Change
TH02010,59,21,38.0,4,4,High,Healthy,0.66,No Alert,No Change
TH02011,55,18,38.7,8,4,High,Healthy,0.65,No Alert,No Change
TH02012,31,9,36.8,1,2,Medium,Critical,0.41,Emergency,Veterinary Checkup
TH02013,51,17,37.4,8,4,High,Healthy,0.69,No Alert,No Change
TH02014,58,21,36.9,8,2,Medium,Healthy,0.66,No Alert,No Change
TH02015,48,16,38.3,3,1,High,Healthy,0.52,No Alert,No Change
TH02016,55,18,37.2,6,4,High,Healthy,0.99,No Alert,No Change
TH02017,65,22,36.8,4,3,Medium,Healthy,0.91,No Alert,No Change
TH02018,55,17,37.8,1,2,High,Healthy,0.8,No Alert,No Change
TH02019,47,15,38.4,1,1,High,Healthy,0.63,No Alert,No Change
TH02020,55,14,37.8,5,4,High,Healthy,0.57,No Alert,No Change
TH02021,46,17,37.6,8,2,High,Healthy,0.35,No Alert,No Change
TH02022,45,16,37.7,1,1,High,Healthy,0.44,No Alert,No Change
TH02023,41,12,38.2,2,4,High,Healthy,0.82,No Alert,No Change
TH02024,60,24,37.1,7,2,High,Healthy,0.56,No Alert,No Change
TH02025,36,12,37.4,8,2,High,Critical,0.91,Emergency,Veterinary Checkup
TH02026,60,18,37.3,3,2,High,Healthy,0.32,No Alert,No Change
TH02027,49,18,36.9,8,4,Medium,Healthy,0.61,No Alert,No Change
TH02028,31,11,37.3,1,1,Medium,Critical,0.72,Emergency,Veterinary Checkup
TH02029,48,17,38.1,9,2,High,Healthy,0.61,No Alert,No Change
TH02030,30,9,37.8,2,1,Medium,Critical,0.91,Emergency,Veterinary Checkup
TH02031,51,18,37.8,2,1,High,Healthy,0.99,No Alert,No Change
TH02032,53,17,37.6,4,3,High,Healthy,0.29,No Alert,No Change
TH02033,39,14,37.8,3,1,High,Critical,0.3,Emergency,Veterinary Checkup
TH02034,46,12,37.1,4,1,High,Healthy,0.3,No Alert,No Change
TH02035,64,20,37.3,6,1,High,Healthy,0.74,No Alert,No Change
TH02036,39,16,37.6,7,1,High,Critical,0.5,Emergency,Veterinary Checkup
TH02037,34,10,37.6,5,1,Medium,Critical,0.79,Emergency,Veterinary Checkup
TH02038,59,18,37.7,2,4,High,Healthy,0.52,No Alert,No Change
TH02039,64,20,37.4,3,3,High,Healthy,0.7,No Alert,No Change
TH02040,45,13,37.3,3,2,High,Healthy,0.82,No Alert,No Change
TH02041,55,14,39.1,5,3,Low,Healthy,0.64,No Alert,No Change
TH02042,58,19,38.0,5,3,High,Healthy,0.63,No Alert,No Change
TH02043,37,13,37.7,4,2,High,Critical,0.27,Emergency,Veterinary Checkup
TH02044,40,13,37.4,8,1,High,Healthy,0.53,No Alert,No Change
TH02045,57,19,37.3,6,2,High,Healthy,0.64,No Alert,No Change
TH02046,61,20,37.4,6,1,High,Healthy,0.57,No Alert,No Change
TH02047,50,19,37.6,1,2,High,Healthy,0.92,No Alert,No Change
TH02048,36,12,36.6,6,4,Medium,Critical,0.93,Emergency,Veterinary Checkup
TH02049,64,20,36.7,3,3,Medium,Critical,0.86,Emergency,Veterinary Checkup
TH02050,39,12,37.2,6,1,High,Critical,0.5,Emergency,Veterinary Checkup
TH02051,41,15,37.6,6,3,High,Healthy,0.77,No Alert,No Change
TH02052,48,19,37.4,2,1,High,Healthy,0.52,No Alert,No Change
TH02053,60,19,38.2,1,2,High,Healthy,0.39,No Alert,No Change
TH02054,53,18,36.8,3,2,Medium,Healthy,0.47,No Alert,No Change
TH02055,49,17,37.1,5,2,High,Healthy,0.26,No Alert,No Change
TH02056,49,14,38.3,4,4,High,Healthy,0.47,No Alert,No Change
TH02057,45,15,37.6,7,2,High,Healthy,0.57,No Alert,No Change
TH02058,50,14,37.9,4,2,High,Healthy,0.96,No Alert,No Change
TH02059,30,8,38.5,8,4,Medium,Critical,0.45,Emergency,Veterinary Checkup
TH02060,42,15,37.2,7,3,High,Healthy,0.92,No Alert,No Change
TH02061,47,15,37.5,9,3,High,Healthy,0.38,No Alert,No Change
TH02062,33,11,37.4,1,1,Medium,Critical,0.35,Emergency,Veterinary Checkup
TH02063,48,16,36.5,5,3,Medium,Critical,0.62,Emergency,Veterinary Checkup
TH02064,42,12,37.3,4,1,High,Healthy,0.74,No Alert,No Change
TH02065,62,21,37.9,6,1,High,Healthy,0.24,No Alert,No Change
TH02066,60,18,37.8,1,3,High,Healthy,0.38,No Alert,No Change
TH02067,40,16,37.8,6,3,High,Healthy,0.56,No Alert,No Change
TH02068,43,12,37.3,1,4,High,Healthy,0.46,No Alert,No Change
TH02069,44,14,37.2,1,1,High,Healthy,0.77,No Alert,No Change
TH02070,40,11,38.1,8,3,High,Healthy,0.61,No Alert,No Change
TH02071,46,16,37.3,2,3,High,Healthy,0.33,No Alert,No Change
TH02072,37,12,37.6,6,4,High,Critical,0.92,Emergency,Veterinary Checkup
TH02073,33,10,37.6,6,3,Medium,Critical,0.43,Emergency,Veterinary Checkup
TH02074,51,19,38.2,6,2,High,Healthy,0.78,No Alert,No Change
TH02075,51,17,38.0,8,2,High,Healthy,0.82,No Alert,No Change
TH02076,36,13,36.9,4,1,Medium,Critical,0.97,Emergency,Veterinary Checkup
TH02077,53,16,36.9,3,4,Medium,Healthy,0.6,No Alert,No Change
TH02078,38,10,37.8,6,3,High,Critical,0.69,Emergency,Veterinary Checkup
TH02079,47,16,37.5,4,1,High,Healthy,0.47,No Alert,No Change
TH02080,53,17,37.3,2,3,High,Healthy,0.74,No Alert,No Change
TH02081,44,16,38.0,6,2,High,Healthy,0.57,No Alert,No Change
TH02082,49,16,37.6,5,3,High,Healthy,0.55,No Alert,No Change
TH02083,39,13,37.5,9,3,High,Critical,0.88,Emergency,Veterinary Checkup
TH02084,43,11,37.9,6,3,High,Healthy,0.24,No Alert,No Change
TH02085,42,18,37.3,3,2,High,Healthy,0.91,No Alert,No Change
TH02086,37,12,38.3,5,2,High,Critical,0.88,Emergency,Veterinary Checkup
TH02087,43,16,37.1,8,4,High,Healthy,0.61,No Alert,No Change
TH02088,30,8,37.8,9,2,Medium,Critical,0.59,Emergency,Veterinary Checkup
TH02089,40,14,38.2,8,1,High,Healthy,0.49,No Alert,No Change
TH02090,42,11,36.8,3,3,Medium,Healthy,1.0,No Alert,No Change
TH02091,42,15,37.3,9,2,High,Healthy,0.29,No Alert,No Change
TH02092,42,13,38.1,3,1,High,Healthy,0.67,No Alert,No Change
TH02093,44,15,38.1,8,2,High,Healthy,0.75,No Alert,No Change
TH02094,49,18,37.4,9,3,High,Healthy,0.95,No Alert,No Change
TH02095,53,15,37.1,7,1,High,Healthy,0.82,No Alert,No Change
TH02096,38,11,38.0,4,2,High,Critical,0.72,Emergency,Veterinary Checkup
TH02097,32,12,38.1,9,2,Medium,Critical,0.29,Emergency,Veterinary Checkup
TH02098,34,16,36.9,3,1,Medium,Critical,0.5,Emergency,Veterinary Checkup
TH02099,40,13,36.9,3,4,Medium,Healthy,0.31,No Alert,No Change
TH02100,41,15,37.6,2,1,High,Healthy,0.9,No Alert,No Change
TH02101,37,12,37.8,3,1,High,Critical,0.8,Emergency,Veterinary Checkup
TH02102,32,15,37.4,1,1,Medium,Critical,0.81,Emergency,Veterinary Checkup
TH02103,40,10,37.8,4,1,High,Healthy,0.72,No Alert,No Change
TH02104,46,16,37.1,8,2,High,Healthy,0.61,No Alert,No Change
TH02105,50,13,36.5,5,1,Medium,Critical,0.32,Emergency,Veterinary Checkup
TH02106,39,8,37.3,2,1,High,Critical,0.46,Emergency,Veterinary Checkup
TH02107,40,14,37.5,3,3,High,Healthy,0.31,No Alert,No Change
TH02108,35,12,37.4,1,2,High,Critical,0.78,Emergency,Veterinary Checkup
TH02109,44,14,36.9,2,3,Medium,Healthy,0.33,No Alert,No Change
TH02110,36,12,36.6,1,2,Medium,Critical,0.76,Emergency,Veterinary Checkup
TH02111,50,23,37.2,2,4,High,Healthy,0.75,No Alert,No Change
TH02112,30,9,37.9,3,4,Medium,Critical,0.57,Emergency,Veterinary Checkup
TH02113,41,15,38.1,1,2,High,Healthy,0.31,No Alert,No Change
TH02114,48,15,38.1,9,4,High,Healthy,0.45,No Alert,No Change
TH02115,46,16,37.1,5,4,High,Healthy,0.46,No Alert,No Change
TH02116,71,23,36.9,8,2,Medium,Critical,0.76,Emergency,Veterinary Checkup
TH02117,48,15,37.7,5,1,High,Healthy,0.29,No Alert,No Change
TH02118,34,15,37.8,8,3,Medium,Critical,0.86,Emergency,Veterinary Checkup
TH02119,44,17,37.7,7,2,High,Healthy,0.81,No Alert,No Change
TH02120,30,10,36.5,4,2,Medium,Critical,0.35,Emergency,Veterinary Checkup
TH02121,44,10,37.1,7,2,High,Healthy,0.78,No Alert,No Change
TH02122,36,11,37.5,6,3,High,Critical,0.73,Emergency,Veterinary Checkup
TH02123,54,23,37.7,3,2,High,Healthy,0.8,No Alert,No Change
TH02124,39,13,37.9,9,3,High,Critical,0.35,Emergency,Veterinary Checkup
TH02125,43,17,37.6,9,3,High,Healthy,0.33,No Alert,No Change
TH02126,38,16,37.7,5,4,High,Critical,0.39,Emergency,Veterinary Checkup
TH02127,62,21,37.5,8,1,High,Healthy,0.49,No Alert,No Change
TH02128,41,12,37.8,7,4,High,Healthy,0.83,No Alert,No Change
TH02129,63,16,37.7,9,2,High,Healthy,0.79,No Alert,No Change
TH02130,53,19,37.5,7,2,High,Healthy,0.94,No Alert,No Change
TH02131,49,15,37.4,4,3,High,Healthy,0.25,No Alert,No Change
TH02132,48,16,37.5,4,4,High,Healthy,0.21,No Alert,No Change
TH02133,48,14,37.7,8,3,High,Healthy,0.76,No Alert,No Change
TH02134,30,9,37.6,6,4,Medium,Critical,0.42,Emergency,Veterinary Checkup
TH02135,42,14,37.7,9,4,High,Healthy,0.47,No Alert,No Change
TH02136,53,18,38.2,7,4,High,Healthy,0.64,No Alert,No Change
TH02137,44,12,37.6,7,4,High,Healthy,0.28,No Alert,No Change
TH02138,30,12,37.2,4,4,Medium,Critical,0.71,Emergency,Veterinary Checkup
TH02139,44,13,37.9,3,1,High,Healthy,0.46,No Alert,No Change
TH02140,62,17,36.8,8,2,Medium,Healthy,0.71,No Alert,No Change
TH02141,57,19,37.0,7,4,High,Healthy,0.87,No Alert,No Change
TH02142,44,15,37.7,4,4,High,Healthy,0.34,No Alert,No Change
TH02143,54,18,37.8,4,3,High,Healthy,0.94,No Alert,No Change
TH02144,41,16,36.9,1,2,Medium,Healthy,0.62,No Alert,No Change
TH02145,30,10,37.3,7,2,Medium,Critical,0.94,Emergency,Veterinary Checkup
TH02146,35,11,37.2,1,2,High,Critical,0.37,Emergency,Veterinary Checkup
TH02147,60,18,37.3,4,4,High,Healthy,0.68,No Alert,No Change
TH02148,42,16,38.0,3,3,High,Healthy,0.52,No Alert,No Change
TH02149,42,14,37.9,3,2,High,Healthy,0.82,No Alert,No Change
TH02150,42,13,37.5,1,3,High,Healthy,0.68,No Alert,No Change
TH02151,64,18,37.2,4,1,High,Healthy,0.6,No Alert,No Change
TH02152,61,23,36.8,1,1,Medium,Healthy,0.93,No Alert,No Change
TH02153,67,20,38.2,8,3,Low,Healthy,0.5,No Alert,No Change
TH02154,43,13,37.8,1,4,High,Healthy,0.38,No Alert,No Change
TH02155,47,16,37.1,6,2,High,Healthy,0.69,No Alert,No Change
TH02156,30,8,37.9,7,1,Medium,Critical,0.7,Emergency,Veterinary Checkup
TH02157,59,17,37.5,2,1,High,Healthy,0.55,No Alert,No Change
TH02158,33,8,37.4,4,3,Medium,Critical,0.59,Emergency,Veterinary Checkup
TH02159,47,17,37.7,3,4,High,Healthy,0.97,No Alert,No Change
TH02160,34,10,37.1,9,3,Medium,Critical,0.79,Emergency,Veterinary Checkup
TH02161,39,19,37.3,7,3,High,Critical,0.29,Emergency,Veterinary Checkup
TH02162,36,10,37.6,2,3,High,Critical,0.37,Emergency,Veterinary Checkup
TH02163,38,11,37.3,6,3,High,Critical,0.98,Emergency,Veterinary Checkup
TH02164,39,12,37.8,9,3,High,Critical,0.78,Emergency,Veterinary Checkup
TH02165,39,13,38.4,3,4,High,Critical,0.93,Emergency,Veterinary Checkup
TH02166,53,17,37.1,6,3,High,Healthy,0.44,No Alert,No Change
TH02167,33,12,36.7,3,4,Medium,Critical,0.79,Emergency,Veterinary Checkup
TH02168,47,14,36.5,3,2,Medium,Critical,0.77,Emergency,Veterinary Checkup
TH02169,57,16,37.4,4,2,High,Healthy,0.44,No Alert,No Change
TH02170,39,9,37.2,9,2,High,Critical,0.64,Emergency,Veterinary Checkup
TH02171,37,8,37.6,8,2,High,Critical,0.7,Emergency,Veterinary Checkup
TH02172,42,13,37.6,1,1,High,Healthy,0.58,No Alert,No Change
TH02173,56,18,36.7,1,4,Medium,Critical,0.86,Emergency,Veterinary Checkup
TH02174,46,14,36.6,7,2,Medium,Critical,0.87,Emergency,Veterinary Checkup
TH02175,39,15,37.6,3,1,High,Critical,0.88,Emergency,Veterinary Checkup
TH02176,49,19,37.6,7,4,High,Healthy,0.84,No Alert,No Change
TH02177,33,10,37.3,9,1,Medium,Critical,0.59,Emergency,Veterinary Checkup
TH02178,51,13,36.7,3,1,Medium,Critical,0.51,Emergency,Veterinary Checkup
TH02179,49,15,37.7,3,3,High,Healthy,0.87,No Alert,No Change
TH02180,41,12,38.1,2,1,High,Healthy,0.59,No Alert,No Change
TH02181,36,11,37.6,1,1,High,Critical,0.4,Emergency,Veterinary Checkup
TH02182,36,11,37.1,9,4,High,Critical,0.61,Emergency,Veterinary Checkup
TH02183,50,15,37.5,6,1,High,Healthy,0.31,No Alert,No Change
TH02184,57,18,36.8,6,3,Medium,Healthy,0.75,No Alert,No Change
TH02185,38,11,38.0,8,2,High,Critical,0.47,Emergency,Veterinary Checkup
TH02186,49,17,37.5,5,2,High,Healthy,0.41,No Alert,No Change
TH02187,30,11,36.6,9,4,Medium,Critical,0.97,Emergency,Veterinary Checkup
TH02188,39,11,37.3,5,4,High,Critical,0.82,Emergency,Veterinary Checkup
TH02189,44,17,37.7,2,1,High,Healthy,0.83,No Alert,No Change
TH02190,35,10,37.3,6,4,High,Critical,0.7,Emergency,Veterinary Checkup
TH02191,35,8,37.4,9,1,High,Critical,0.87,Emergency,Veterinary Checkup
TH02192,38,13,36.9,3,4,Medium,Critical,0.81,Emergency,Veterinary Checkup
TH02193,47,14,37.8,4,2,High,Healthy,0.68,No Alert,No Change
TH02194,43,15,37.2,8,2,High,Healthy,0.97,No Alert,No Change
TH02195,30,8,36.5,6,2,Medium,Critical,0.35,Emergency,Veterinary Checkup
TH02196,30,13,37.3,7,2,Medium,Critical,0.95,Emergency,Veterinary Checkup
TH02197,38,14,38.0,7,1,High,Critical,0.52,Emergency,Veterinary Checkup
TH02198,49,13,37.3,4,1,High,Healthy,0.62,No Alert,No Change
TH02199,30,8,38.4,6,1,Medium,Critical,0.3,Emergency,Veterinary Checkup
TH02200,40,17,37.7,9,2,High,Healthy,0.63,No Alert,No Change
TH02201,39,12,37.7,3,3,High,Critical,0.69,Emergency,Veterinary Checkup
TH02202,58,18,37.4,8,2,High,Healthy,1.0,No Alert,No Change
TH02203,41,9,37.5,7,2,High,Healthy,0.98,No Alert,No Change
TH02204,48,15,37.4,4,3,High,Healthy,0.97,No Alert,No Change
TH02205,46,15,37.3,3,3,High,Healthy,0.48,No Alert,No Change
TH02206,30,11,37.8,7,4,Medium,Critical,0.99,Emergency,Veterinary Checkup
TH02207,52,15,37.0,9,2,High,Healthy,0.56,No Alert,No Change
TH02208,47,13,37.0,3,3,High,Healthy,0.88,No Alert,No Change
TH02209,50,18,36.9,9,4,Medium,Healthy,0.37,No Alert,No Change
TH02210,80,29,38.5,8,3,Low,Critical,0.6,Emergency,Veterinary Checkup
TH02211,30,8,37.8,3,3,Medium,Critical,0.97,Emergency,Veterinary Checkup
TH02212,62,23,37.7,8,4,High,Healthy,0.96,No Alert,No Change
TH02213,42,14,37.0,4,2,High,Healthy,0.75,No Alert,No Change
TH02214,47,18,37.8,6,4,High,Healthy,0.84,No Alert,No Change
TH02215,44,15,37.4,2,2,High,Healthy,0.34,No Alert,No Change
TH02216,40,8,37.6,8,3,High,Healthy,0.78,No Alert,No Change
TH02217,39,13,37.0,9,4,High,Critical,0.69,Emergency,Veterinary Checkup
TH02218,48,18,37.6,7,1,High,Healthy,0.27,No Alert,No Change
TH02219,30,8,37.3,8,3,Medium,Critical,0.29,Emergency,Veterinary Checkup
TH02220,52,17,37.1,7,4,High,Healthy,0.29,No Alert,No Change
TH02221,40,13,37.9,4,3,High,Healthy,0.78,No Alert,No Change
TH02222,33,8,36.7,1,4,Medium,Critical,0.31,Emergency,Veterinary Checkup
TH02223,40,17,37.8,3,2,High,Healthy,0.57,No Alert,No Change
TH02224,57,17,37.8,7,1,High,Healthy,0.49,No Alert,No Change
TH02225,39,14,37.1,7,3,High,Critical,0.64,Emergency,Veterinary Checkup
TH02226,48,16,37.1,3,1,High,Healthy,0.77,No Alert,No Change
TH02227,37,15,37.4,1,2,High,Critical,0.75,Emergency,Veterinary Checkup
TH02228,52,18,37.6,9,4,High,Healthy,0.61,No Alert,No Change
TH02229,51,17,37.4,6,1,High,Healthy,0.57,No Alert,No Change
TH02230,63,19,37.7,7,4,High,Healthy,0.52,No Alert,No Change
TH02231,43,16,38.4,1,2,High,Healthy,0.89,No Alert,No Change
TH02232,51,13,37.2,1,3,High,Healthy,0.46,No Alert,No Change
TH02233,45,16,36.6,4,2,Medium,Critical,0.41,Emergency,Veterinary Checkup
TH02234,57,17,37.9,7,1,High,Healthy,0.79,No Alert,No Change
TH02235,37,15,38.3,8,1,High,Critical,0.49,Emergency,Veterinary Checkup
